Feature_1,Feature_2,Feature_3,Label
2.060785502315942,0.4194831578654197,-0.509553264645151,0
-0.2122445772109558,0.08694312499266454,-1.8770456417950294,1
0.5168389634047552,-1.6480570986484144,0.23518100426840816,2
-2.048979646817478,0.1208408392485043,-1.9421555544226035,2
-1.579291736425657,-0.8783392236088194,-0.4619259795926759,0
0.870162718489458,1.323089585325385,-0.9798265705056668,0
-1.3180893367730064,-0.41088495906822925,-0.9817323703693516,2
1.0071624504281886,-0.33651400995054537,1.266760786460251,2
-0.737588826181241,-0.5160005484013185,-0.47026030815215025,2
0.025798368990079257,0.2401407265757779,-1.1917383605890093,1
0.9326696998972908,-1.7115678056293975,1.1571173442170717,2
-1.5054876022372077,2.568039048401549,-1.3920705691933815,0
-1.0077596263267317,0.18385137077664793,-0.7138977938024051,0
-0.41992976271324384,-0.14857044740286707,0.2309240935874639,0
2.151763820530543,2.8192211952312958,-1.3390568655845583,0
1.9082441691921,-0.14677570960679542,0.8260560183725332,0
-2.2089711794160847,-0.3857053724103357,-2.3244267821884446,2
0.0113546199851291,0.5692717610389819,-1.1396958979312104,0
-0.6965191017645186,1.260920552946571,-1.454637394574287,2
-0.7397171807359092,-1.4677266812713496,-0.4893056546624585,2
-0.13213890651720206,1.9409014392365964,-0.60454711023746,2
1.6735208287860566,1.5304403915372786,1.5238596931483015,1
1.01183724868351,1.1105792038787203,0.19181952715903205,1
-0.3771641493046531,-1.102434480996436,0.26775095998044285,2
-1.8290084289180897,0.46909293652461326,-1.7161304032945583,2
-0.06363240541410464,-0.5259486575134029,0.17578099065566688,1
-0.8512845317470737,-1.7174344120159173,-1.3033201174959412,2
1.9250688733417876,1.296000901999769,-2.2495561228374257,1
-1.707539011888779,0.8396800455160616,-1.0160398257145484,2
0.9530537160631726,1.0489769151574402,0.24201515273997076,1
0.2570384638264017,0.2763949472644893,-1.9827942042156392,1
-0.40857419879480267,0.23054918432943872,-0.7602279463935282,0
-1.647760689233052,-0.9477475517477181,-3.676503180461146,1
-1.8482964700507998,2.456730485479151,-1.9134522233672169,0
-2.3678778091829846,1.4083359995282687,-1.351327974042356,0
-0.6300864528165345,0.19604018672317836,-0.3390867653911576,0
-2.4171836241190228,1.4313663498979152,-2.038589954818022,0
-0.12008775215722767,0.4700290008882243,0.910396935355281,1
-1.3109522184910567,1.9300608492233096,-0.9340620611498247,0
-0.8021198723325077,-2.1540575496709424,0.5756875919492876,0
-0.2273779633349179,0.6562542921593639,-0.2377719086909461,0
1.3739926245902185,1.4411433704305416,2.007184630272551,1
1.235503720855697,0.9189242612953237,-1.989856973213011,1
-0.44010071932250283,-0.4782378182765852,-4.725767062245024,1
-3.032479699725455,0.5170132939262491,0.24349666470774478,2
1.3120806271561845,0.9178282813504102,-2.131844464465681,1
0.21766005589016424,0.6874688393851114,0.5759344154132657,1
0.17713190382024357,2.0125933395301274,-1.5247314455964656,0
-0.45898488735234494,-0.9591974484299974,0.00646656260791767,0
0.14774976302662424,0.43002800056527146,-0.7597635876109641,2
-2.600892172139969,2.9078802681095635,-1.7949705719874327,0
-0.9081106646696399,-3.4297686970706334,-1.0667009148979514,2
-1.0117410208489797,-1.5231512428039675,-1.12588390194165,2
-1.4207698575346417,-1.7857012487019546,-1.7312601920845179,2
-1.2788356903462355,1.1535082319167205,-0.34814045286685824,0
0.02351627820445301,0.32268496641156585,-0.23868052249964766,0
0.8962097241878504,1.134426019677897,1.1078884314447384,0
-0.8110645571715938,-0.2151378603214782,-1.0281265125052408,1
-1.0811833952244596,0.25557095187609846,-0.3049092670779206,0
0.9619418822434008,0.883573626998881,-0.609058246901838,1
0.25199174569255534,2.7515622458329543,-2.005767979896666,0
-2.0691560685005648,-0.9171877344695123,-1.8012456987582446,2
0.624813117193864,0.853041629525618,0.13793632619564067,1
-2.793607227645534,2.3461736056423224,-1.389539966854805,0
-0.8369159951283218,-0.07675633596319831,0.4560947895873335,0
-1.4867857335206818,-0.7610254213480941,-0.3738012895845078,2
-2.0203251155635105,1.8836471626283668,-0.8197742562261618,0
-0.36236923587173026,1.2800455051913053,-0.03987970145660957,0
-0.018607244213733165,-0.1983331722198528,0.29244178457347014,0
-0.580919761885017,0.350761651060453,-1.0090283336537849,2
-2.437951428350746,0.07187413251542174,-1.8805819617716213,2
-0.15443122434301537,-0.25050185517120704,-0.35357401602951605,2
1.018499002369924,0.6362578662552123,-2.57388105841832,1
-2.1373921264512674,1.8657943043005665,-2.420486132267248,2
